host_a,host_b,biosample_a,biosample_b,reported_cc_a,reported_cc_b,same_reported_cc,sourmash_jaccard_k31_scaled1000
CA26,NRS240,SAMN02649748,SAMN03859817,5,5,True,0.8683693516699411
CA26,NRS241,SAMN02649748,SAMN03859818,5,59,False,0.4582265504869298
CA26,NRS242,SAMN02649748,SAMN03859819,5,121,False,0.47842736788358436
CA26,NRS243,SAMN02649748,SAMN03859820,5,59,False,0.45834414741759666
CA26,NRS245,SAMN02649748,SAMN03859821,5,59,False,0.4488842760768033
CA26,NRS248,SAMN02649748,SAMN03859824,5,1,False,0.6137535816618911
CA26,NRS252,SAMN02649748,SAMN03859826,5,30,False,0.39507707608155146
CA26,NRS260,SAMN02649748,SAMN03859829,5,25,False,0.6119791666666666
CA26,NRS262,SAMN02649748,SAMN03859830,5,1,False,0.5955568214183993
CA26,NRS264,SAMN02649748,SAMN03859831,5,30,False,0.3886528367908023
CA26,NRS266,SAMN02649748,SAMN03859833,5,121,False,0.45026847353618
CA26,NRS383,SAMN02649748,SAMN03859838,5,30,False,0.4170927684441198
CA26,NRS386,SAMN02649748,SAMN03859839,5,72,False,0.636680208937899
CA26,NRS387,SAMN02649748,SAMN03859840,5,5,True,0.8816882685277501
CA26,NRS253,SAMN02649748,SAMN04244164,5,398,False,0.41787255648641786
CA26,NRS254,SAMN02649748,SAMN04244165,5,8,False,0.6205733558178752
CA26,NRS255,SAMN02649748,SAMN04244166,5,80,False,0.6174957118353345
CA26,BCH-SA-01,SAMN02649748,SAMN09847804,5,5,True,0.9148148148148149
CA26,BCH-SA-02,SAMN02649748,SAMN09847805,5,5,True,0.9211324570273003
CA26,BCH-SA-03,SAMN02649748,SAMN09847806,5,72,False,0.6363901869158879
CA26,BCH-SA-04,SAMN02649748,SAMN09847807,5,1,False,0.6235697940503433
CA26,BCH-SA-05,SAMN02649748,SAMN09847808,5,5,True,0.9059742023082146
CA26,BCH-SA-06,SAMN02649748,SAMN09847809,5,5,True,0.9184505606523955
CA26,BCH-SA-07,SAMN02649748,SAMN09847810,5,97,False,0.629757785467128
CA26,BCH-SA-08,SAMN02649748,SAMN09847811,5,30,False,0.41397849462365593
CA26,BCH-SA-09,SAMN02649748,SAMN09847812,5,398,False,0.4194925898015574
CA26,BCH-SA-10,SAMN02649748,SAMN09847813,5,8,False,0.6189521900944747
CA26,BCH-SA-11,SAMN02649748,SAMN09847814,5,30,False,0.40063399170933917
CA26,BCH-SA-12,SAMN02649748,SAMN09847815,5,5,True,0.8908163265306123
CA26,BCH-SA-13,SAMN02649748,SAMN09847816,5,8,False,0.6234463276836159
CA26,BCH-SA-14,SAMN02649748,SAMN09847817,5,72,False,0.6314260819053151
CA26,BCH-SA-15,SAMN02649748,SAMN09847818,5,8,False,0.6172208013640239
CA26,CFBREBSa101,SAMN02649748,SAMN09847819,5,5,True,0.9370984105512343
CA26,CFBREBSa102,SAMN02649748,SAMN09847820,5,5,True,0.9374154262516915
CA26,CFBREBSa103,SAMN02649748,SAMN09847821,5,8,False,0.660830273933917
CA26,CFBREBSa104,SAMN02649748,SAMN09847822,5,5,True,0.9370984105512343
CA26,CFBRSa26,SAMN02649748,SAMN09847823,5,5,True,0.9361270699560662
CA26,CFBRSa48,SAMN02649748,SAMN09847824,5,5,True,0.8942731277533039
CA26,CFBREBSa105,SAMN02649748,SAMN09847825,5,5,True,0.9128378378378378
CA26,CFBREBSa108,SAMN02649748,SAMN09847826,5,5,True,0.9219858156028369
CA26,CFBREBSa110,SAMN02649748,SAMN09847827,5,5,True,0.9219594594594595
CA26,CFBREBSa112,SAMN02649748,SAMN09847828,5,5,True,0.9216480918608578
CA26,CFBREBSa114,SAMN02649748,SAMN09847829,5,5,True,0.9219594594594595
CA26,CFBRSa47,SAMN02649748,SAMN09847830,5,5,True,0.922972972972973
CA26,CFBRSa49,SAMN02649748,SAMN09847831,5,8,False,0.620785734187796
CA26,CFBRSa03,SAMN02649748,SAMN09847832,5,5,True,0.8846283215607131
CA26,CFBRSa50,SAMN02649748,SAMN09847833,5,5,True,0.8766622340425532
CA26,CFBRSa25,SAMN02649748,SAMN09847834,5,5,True,0.9264112903225806
CA26,CFBRSa30,SAMN02649748,SAMN09847835,5,5,True,0.9050996285038838
CA26,CFBRSa04,SAMN02649748,SAMN09847836,5,5,True,0.9168928086838535
CA26,CFBRSa51,SAMN02649748,SAMN09847837,5,5,True,0.8747474747474747
CA26,CFBRSa66A,SAMN02649748,SAMN09847838,5,5,True,0.9292245174398917
CA26,CFBRSa66B,SAMN02649748,SAMN09847839,5,5,True,0.9292245174398917
CA26,CFBRSa21,SAMN02649748,SAMN09847840,5,5,True,0.9220384745190685
CA26,CFBRSa05,SAMN02649748,SAMN09847841,5,8,False,0.6158415841584158
CA26,CFBRSa22,SAMN02649748,SAMN09847842,5,5,True,0.9352686019352686
CA26,CFBRSa70,SAMN02649748,SAMN09847843,5,5,True,0.8802556340396905
CA26,CFBRSa06,SAMN02649748,SAMN09847844,5,30,False,0.39394667307230363
CA26,CFBRSa27,SAMN02649748,SAMN09847845,5,5,True,0.9172600881654798
CA26,CFBRSa23,SAMN02649748,SAMN09847846,5,5,True,0.912542372881356
CA26,CFBRSa74,SAMN02649748,SAMN09847847,5,5,True,0.9300134589502019
CA26,CFBRSa28,SAMN02649748,SAMN09847848,5,1,False,0.610150269350723
CA26,CFBRSa24,SAMN02649748,SAMN09847849,5,5,True,0.9256002705444707
CA26,CFBRSa07,SAMN02649748,SAMN09847850,5,5,True,0.8796448536665571
CA26,CFBREBSa116,SAMN02649748,SAMN09847851,5,5,True,0.9204545454545454
CA26,CFBREBSa117,SAMN02649748,SAMN09847852,5,97,False,0.6277456647398844
CA26,CFBREBSa118,SAMN02649748,SAMN09847853,5,5,True,0.9275606469002695
CA26,CFBREBSa119,SAMN02649748,SAMN09847854,5,30,False,0.40232670867668446
CA26,CFBREBSa121,SAMN02649748,SAMN09847855,5,8,False,0.622122403144301
CA26,CFBRSa29,SAMN02649748,SAMN09847856,5,8,False,0.6303013392857143
CA26,CFBREBSa122,SAMN02649748,SAMN09847857,5,30,False,0.410828025477707
CA26,CFBREBSa123,SAMN02649748,SAMN09847858,5,5,True,0.9192124915139172
CA26,CFBREBSa125,SAMN02649748,SAMN09847859,5,8,False,0.6293706293706294
CA26,CFBREBSa126,SAMN02649748,SAMN09847860,5,8,False,0.627920227920228
CA26,CFBREBSa127,SAMN02649748,SAMN09847861,5,8,False,0.625242718446602
CA26,CFBREBSa129,SAMN02649748,SAMN09847862,5,8,False,0.6256998880179171
CA26,CFBREBSa130,SAMN02649748,SAMN09847863,5,8,False,0.6264013452914798
CA26,CFBREBSa131,SAMN02649748,SAMN09847864,5,45,False,0.391452161243322
CA26,CFBREBSa133,SAMN02649748,SAMN09847865,5,8,False,0.6253497481813095
CA26,CFBREBSa135,SAMN02649748,SAMN09847866,5,8,False,0.6181560283687944
CA26,CFBREBSa138,SAMN02649748,SAMN09847867,5,8,False,0.6208946772366931
CA541,EUH13,SAMN02649749,SAMN02649750,5,8,False,0.6377665544332211
CA541,EUH15,SAMN02649749,SAMN02649751,5,5,True,0.9289340101522843
CA541,EUH25,SAMN02649749,SAMN02649752,5,8,False,0.6314888762122076
CA541,GA27,SAMN02649749,SAMN02649753,5,8,False,0.6339514978601997
CA541,GA48963,SAMN02649749,SAMN02649754,5,5,True,0.9523323118828737
CA541,GA50245,SAMN02649749,SAMN02649755,5,97,False,0.6434222092001172
CA541,GA50819,SAMN02649749,SAMN02649756,5,5,True,0.9432744565217391
CA541,GA51254,SAMN02649749,SAMN02649757,5,8,False,0.6357183418512209
CA541,GA53617,SAMN02649749,SAMN02649758,5,8,False,0.6321184510250569
CA541,GA53649,SAMN02649749,SAMN02649759,5,5,True,0.93421498813157
CA541,SR1065,SAMN02649749,SAMN02649760,5,1,False,0.6502890173410405
CA541,SR1129,SAMN02649749,SAMN02649761,5,8,False,0.6240179573512907
CA541,SR2609,SAMN02649749,SAMN02649762,5,8,False,0.639943342776204
CA541,SR2852,SAMN02649749,SAMN02649763,5,8,False,0.5550902904998691
CA541,SR3585,SAMN02649749,SAMN02649764,5,5,True,0.9301147873058744
CA541,SR4152,SAMN02649749,SAMN02649765,5,5,True,0.9417541483237386
CA541,SR4155,SAMN02649749,SAMN02649766,5,5,True,0.9313858695652174
CA541,SR4156,SAMN02649749,SAMN02649767,5,5,True,0.9569672131147541
CA541,CA105,SAMN02649749,SAMN02649769,5,8,False,0.6318027210884354
CA541,CA11,SAMN02649749,SAMN02649770,5,5,True,0.9381756756756757
CA541,CA39,SAMN02649749,SAMN02649771,5,5,True,0.9359454855195911
CA541,CA436,SAMN02649749,SAMN02649772,5,5,True,0.9584327086882453
CA541,CA544,SAMN02649749,SAMN02649773,5,5,True,0.9138691081722617
CA541,CA545,SAMN02649749,SAMN02649774,5,5,True,0.9184620483924428
CA541,CA598,SAMN02649749,SAMN02649775,5,5,True,0.9441453566621804
CA541,CA9,SAMN02649749,SAMN02649776,5,5,True,0.9419002050580998
CA541,GA12,SAMN02649749,SAMN02649777,5,5,True,0.9411362080766599
CA541,GA15,SAMN02649749,SAMN02649778,5,8,False,0.6355643788996029
CA541,GA231,SAMN02649749,SAMN02649779,5,8,False,0.6315189512681676
CA541,GA984,SAMN02649749,SAMN02649780,5,5,True,0.954639175257732
CA541,MN055,SAMN02649749,SAMN02649781,5,5,True,0.9443879281112242
CA541,MN105,SAMN02649749,SAMN02649782,5,5,True,0.9283082077051926
CA541,NY224,SAMN02649749,SAMN02649783,5,5,True,0.9470468431771895
CA541,NY341,SAMN02649749,SAMN02649784,5,5,True,0.9443131960850489
CA541,NY356,SAMN02649749,SAMN02649785,5,5,True,0.9459367562053723
CA541,NY360,SAMN02649749,SAMN02649786,5,5,True,0.9483695652173914
CA541,NY417,SAMN02649749,SAMN02649787,5,5,True,0.9554118447923757
CA541,NY439,SAMN02649749,SAMN02649788,5,5,True,0.9438999662047989
CA541,NY593,SAMN02649749,SAMN02649789,5,5,True,0.9347607895617264
CA541,SR1287,SAMN02649749,SAMN02649790,5,8,False,0.627665544332211
CA541,SR1746,SAMN02649749,SAMN02649791,5,30,False,0.41997133301481127
CA541,SR2091,SAMN02649749,SAMN02649792,5,72,False,0.6393635827931644
CA541,SR220,SAMN02649749,SAMN02649793,5,5,True,0.9182282793867121
CA541,SR3569,SAMN02649749,SAMN02649794,5,5,True,0.9112504124051468
CA541,SR3732,SAMN02649749,SAMN02649795,5,5,True,0.9515582655826558
CA541,SR3777,SAMN02649749,SAMN02649796,5,5,True,0.8686268376603066
CA541,SR4035,SAMN02649749,SAMN02649797,5,8,False,0.6216592427616926
CA541,SR4153,SAMN02649749,SAMN02649798,5,5,True,0.9470667565745111
CA541,SR4187,SAMN02649749,SAMN02649799,5,5,True,0.9376474553420964
CA541,120335,SAMN02649749,SAMN02649800,5,5,True,0.9542036910457963
CA541,120337,SAMN02649749,SAMN02649801,5,5,True,0.9384404924760602
CA541,107,SAMN02649749,SAMN02649802,5,5,True,0.9445383834967873
CA541,109,SAMN02649749,SAMN02649803,5,8,False,0.6247892074198989
CA541,115,SAMN02649749,SAMN02649804,5,5,True,0.9293097699233077
CA541,122VISA,SAMN02649749,SAMN02649805,5,5,True,0.9401137504182001
CA541,123,SAMN02649749,SAMN02649806,5,5,True,0.9322722654927192
CA541,126,SAMN02649749,SAMN02649807,5,8,False,0.6280193236714976
CA541,217,SAMN02649749,SAMN02649808,5,5,True,0.9287643484132343
CA541,221,SAMN02649749,SAMN02649809,5,5,True,0.8999662047989185
CA541,312,SAMN02649749,SAMN02649810,5,45,False,0.4207945071113291
CA541,407,SAMN02649749,SAMN02649811,5,5,True,0.9398038552587081
CA541,504,SAMN02649749,SAMN02649812,5,5,True,0.9346733668341709
CA541,506,SAMN02649749,SAMN02649813,5,5,True,0.916887417218543
CA541,Grady1,SAMN02649749,SAMN02649814,5,1,False,0.6328711727325246
CA541,120338,SAMN02649749,SAMN02649815,5,5,True,0.9562542720437457
CA541,NRS021,SAMN02649749,SAMN03859721,5,8,False,0.6247549705964716
CA541,NRS022,SAMN02649749,SAMN03859722,5,45,False,0.4152897657213317
CA541,NRS027,SAMN02649749,SAMN03859723,5,8,False,0.6218876664736538
CA541,NRS029,SAMN02649749,SAMN03859724,5,30,False,0.42018896071606165
CA541,NRS039,SAMN02649749,SAMN03859727,5,8,False,0.6281761716544325
CA541,NRS049,SAMN02649749,SAMN03859728,5,5,True,0.885030343897505
CA541,NRS051,SAMN02649749,SAMN03859729,5,5,True,0.9368747844084166
CA541,NRS063,SAMN02649749,SAMN03859732,5,8,False,0.5547128927410617
CA541,NRS071,SAMN02649749,SAMN03859735,5,30,False,0.4222445898339205
CA541,NRS072,SAMN02649749,SAMN03859736,5,1,False,0.6277267508610792
CA541,NRS073,SAMN02649749,SAMN03859737,5,8,False,0.619100193210047
CA541,NRS074,SAMN02649749,SAMN03859738,5,5,True,0.9296059279218593
CA541,NRS100,SAMN02649749,SAMN03859740,5,8,False,0.6311665699361578
CA541,NRS102,SAMN02649749,SAMN03859741,5,25,False,0.6186415760070567
CA541,NRS104,SAMN02649749,SAMN03859743,5,30,False,0.40446096654275093
CA541,NRS105,SAMN02649749,SAMN03859744,5,97,False,0.6306122448979592
CA541,NRS106,SAMN02649749,SAMN03859745,5,8,False,0.6244886031560491
CA541,NRS108,SAMN02649749,SAMN03859747,5,8,False,0.6189251000571755
CA541,NRS109,SAMN02649749,SAMN03859748,5,45,False,0.39665501747378934
CA541,NRS113,SAMN02649749,SAMN03859752,5,10,False,0.4204809930178433
CA541,NRS114,SAMN02649749,SAMN03859753,5,8,False,0.6322883094052153
CA541,NRS145,SAMN02649749,SAMN03859755,5,8,False,0.6298472385428907
CA541,NRS148,SAMN02649749,SAMN03859756,5,121,False,0.45831162063574776
CA541,NRS149,SAMN02649749,SAMN03859757,5,5,True,0.8864406779661017
CA541,NRS152,SAMN02649749,SAMN03859758,5,8,False,0.6256171943072901
CA541,NRS157,SAMN02649749,SAMN03859759,5,22,False,0.5074152542372882
CA541,NRS161,SAMN02649749,SAMN03859760,5,22,False,0.5178282009724473
CA541,NRS162,SAMN02649749,SAMN03859761,5,30,False,0.4115298228100824
CA541,NRS164,SAMN02649749,SAMN03859762,5,15,False,0.638042203985932
CA541,NRS167,SAMN02649749,SAMN03859763,5,22,False,0.5090029561945714
CA541,NRS169,SAMN02649749,SAMN03859765,5,45,False,0.39421878893595813
CA541,NRS170,SAMN02649749,SAMN03859766,5,10,False,0.42835595776772245
CA541,NRS172,SAMN02649749,SAMN03859767,5,8,False,0.6362849725987886
CA541,NRS175,SAMN02649749,SAMN03859769,5,72,False,0.6360141927853341
CA541,NRS177,SAMN02649749,SAMN03859770,5,30,False,0.4087301587301587
CA541,NRS183,SAMN02649749,SAMN03859774,5,15,False,0.6292952824694235
CA541,NRS185,SAMN02649749,SAMN03859775,5,121,False,0.46195652173913043
CA541,NRS187,SAMN02649749,SAMN03859776,5,25,False,0.6274853801169591
CA541,NRS188,SAMN02649749,SAMN03859777,5,5,True,0.8824728260869565
CA541,NRS189,SAMN02649749,SAMN03859778,5,30,False,0.4086826347305389
CA541,NRS198,SAMN02649749,SAMN03859783,5,8,False,0.6308763784097504
CA541,NRS199,SAMN02649749,SAMN03859784,5,121,False,0.44724886420999493
CA541,NRS201,SAMN02649749,SAMN03859785,5,8,False,0.6203115983843047
CA541,NRS202,SAMN02649749,SAMN03859786,5,8,False,0.6311874105865523
CA541,NRS203,SAMN02649749,SAMN03859787,5,30,False,0.49029380902413433
CA541,NRS205,SAMN02649749,SAMN03859789,5,121,False,0.4583550234252993
CA541,NRS207,SAMN02649749,SAMN03859790,5,30,False,0.41142714570858285
CA541,NRS210,SAMN02649749,SAMN03859792,5,30,False,0.4085750315258512
CA541,NRS211,SAMN02649749,SAMN03859793,5,8,False,0.6265932792584009
CA541,NRS212,SAMN02649749,SAMN03859794,5,30,False,0.40906801007556676
CA541,NRS213,SAMN02649749,SAMN03859795,5,30,False,0.4083123425692695
CA541,NRS214,SAMN02649749,SAMN03859796,5,8,False,0.6290461185906617
CA541,NRS215,SAMN02649749,SAMN03859797,5,121,False,0.4720316622691293
CA541,NRS216,SAMN02649749,SAMN03859798,5,30,False,0.4144884241971621
CA541,NRS217,SAMN02649749,SAMN03859799,5,121,False,0.471717968955538
CA541,NRS218,SAMN02649749,SAMN03859800,5,8,False,0.6272442291251069
CA541,NRS219,SAMN02649749,SAMN03859801,5,30,False,0.40972918756268806
CA541,NRS220,SAMN02649749,SAMN03859802,5,97,False,0.6346767178892433
CA541,NRS222,SAMN02649749,SAMN03859803,5,30,False,0.4027431421446384
CA541,NRS224,SAMN02649749,SAMN03859805,5,97,False,0.6309420916162489
CA541,NRS225,SAMN02649749,SAMN03859806,5,121,False,0.466896186440678
CA541,NRS226,SAMN02649749,SAMN03859807,5,1,False,0.6221712976224577
CA541,NRS227,SAMN02649749,SAMN03859808,5,25,False,0.6106117715279791
CA541,NRS230,SAMN02649749,SAMN03859809,5,121,False,0.45113524185587367
CA541,NRS235,SAMN02649749,SAMN03859813,5,22,False,0.505344735435596
CA541,NRS236,SAMN02649749,SAMN03859814,5,45,False,0.38990252436890777
CA541,NRS237,SAMN02649749,SAMN03859815,5,121,False,0.4667013527575442
CA541,NRS239,SAMN02649749,SAMN03859816,5,121,False,0.4677792041078305
CA541,NRS240,SAMN02649749,SAMN03859817,5,5,True,0.8818242343541944
CA541,NRS241,SAMN02649749,SAMN03859818,5,59,False,0.46796875
CA541,NRS242,SAMN02649749,SAMN03859819,5,121,False,0.48884276076803324
CA541,NRS243,SAMN02649749,SAMN03859820,5,59,False,0.4635813831185906
CA541,NRS245,SAMN02649749,SAMN03859821,5,59,False,0.4536136662286465
CA541,NRS248,SAMN02649749,SAMN03859824,5,1,False,0.6213310084277827
CA541,NRS252,SAMN02649749,SAMN03859826,5,30,False,0.4035353535353535
CA541,NRS260,SAMN02649749,SAMN03859829,5,25,False,0.6143943826799297
CA541,NRS262,SAMN02649749,SAMN03859830,5,1,False,0.609338747099768
CA541,NRS264,SAMN02649749,SAMN03859831,5,30,False,0.39528397565922924
CA541,NRS266,SAMN02649749,SAMN03859833,5,121,False,0.4575875486381323
CA541,NRS383,SAMN02649749,SAMN03859838,5,30,False,0.42149371456741436
CA541,NRS386,SAMN02649749,SAMN03859839,5,72,False,0.6403405754550793
CA541,NRS387,SAMN02649749,SAMN03859840,5,5,True,0.8942924687605539
CA541,NRS253,SAMN02649749,SAMN04244164,5,398,False,0.4232055569848212
CA541,NRS254,SAMN02649749,SAMN04244165,5,8,False,0.6350887235260446
CA541,NRS255,SAMN02649749,SAMN04244166,5,80,False,0.626523505513639
CA541,BCH-SA-01,SAMN02649749,SAMN09847804,5,5,True,0.9294520547945205
CA541,BCH-SA-02,SAMN02649749,SAMN09847805,5,5,True,0.934566632408359
CA541,BCH-SA-03,SAMN02649749,SAMN09847806,5,72,False,0.6463957282705428
CA541,BCH-SA-04,SAMN02649749,SAMN09847807,5,1,False,0.6317469529889728
CA541,BCH-SA-05,SAMN02649749,SAMN09847808,5,5,True,0.9192546583850931
CA541,BCH-SA-06,SAMN02649749,SAMN09847809,5,5,True,0.9299516908212561
CA541,BCH-SA-07,SAMN02649749,SAMN09847810,5,97,False,0.6414541190266784
CA541,BCH-SA-08,SAMN02649749,SAMN09847811,5,30,False,0.4173053152039555
CA541,BCH-SA-09,SAMN02649749,SAMN09847812,5,398,False,0.42442748091603055
CA541,BCH-SA-10,SAMN02649749,SAMN09847813,5,8,False,0.6346658885322439
CA541,BCH-SA-11,SAMN02649749,SAMN09847814,5,30,False,0.40866336633663364
CA541,BCH-SA-12,SAMN02649749,SAMN09847815,5,5,True,0.9038727524204703
CA541,BCH-SA-13,SAMN02649749,SAMN09847816,5,8,False,0.6343283582089553
CA541,BCH-SA-14,SAMN02649749,SAMN09847817,5,72,False,0.6451803666469544
CA541,BCH-SA-15,SAMN02649749,SAMN09847818,5,8,False,0.6299508528476438
CA541,CFBREBSa101,SAMN02649749,SAMN09847819,5,5,True,0.9375213383407306
CA541,CFBREBSa102,SAMN02649749,SAMN09847820,5,5,True,0.9378415300546448
CA541,CFBREBSa103,SAMN02649749,SAMN09847821,5,8,False,0.6651428571428571
CA541,CFBREBSa104,SAMN02649749,SAMN09847822,5,5,True,0.9375213383407306
CA541,CFBRSa26,SAMN02649749,SAMN09847823,5,5,True,0.9365404298874105
CA541,CFBRSa48,SAMN02649749,SAMN09847824,5,5,True,0.9112875388332758
CA541,CFBREBSa105,SAMN02649749,SAMN09847825,5,5,True,0.9328049620951068
CA541,CFBREBSa108,SAMN02649749,SAMN09847826,5,5,True,0.9407917383820998
CA541,CFBREBSa110,SAMN02649749,SAMN09847827,5,5,True,0.940771349862259
CA541,CFBREBSa112,SAMN02649749,SAMN09847828,5,5,True,0.940447504302926
CA541,CFBREBSa114,SAMN02649749,SAMN09847829,5,5,True,0.940771349862259
CA541,CFBRSa47,SAMN02649749,SAMN09847830,5,5,True,0.9418044077134986
CA541,CFBRSa49,SAMN02649749,SAMN09847831,5,8,False,0.632398753894081
CA541,CFBRSa03,SAMN02649749,SAMN09847832,5,5,True,0.9072164948453608
CA541,CFBRSa50,SAMN02649749,SAMN09847833,5,5,True,0.8898276444744846
CA541,CFBRSa25,SAMN02649749,SAMN09847834,5,5,True,0.9352640545144804
CA541,CFBRSa30,SAMN02649749,SAMN09847835,5,5,True,0.9222566219470244
CA541,CFBRSa04,SAMN02649749,SAMN09847836,5,5,True,0.9303448275862068
CA541,CFBRSa51,SAMN02649749,SAMN09847837,5,5,True,0.8912894375857339
CA541,CFBRSa66A,SAMN02649749,SAMN09847838,5,5,True,0.9282541851725316
CA541,CFBRSa66B,SAMN02649749,SAMN09847839,5,5,True,0.9282541851725316
CA541,CFBRSa21,SAMN02649749,SAMN09847840,5,5,True,0.9421686746987952
CA541,CFBRSa05,SAMN02649749,SAMN09847841,5,8,False,0.6242824339839265
CA541,CFBRSa22,SAMN02649749,SAMN09847842,5,5,True,0.9265839758632249
CA541,CFBRSa70,SAMN02649749,SAMN09847843,5,5,True,0.890406282007511
CA541,CFBRSa06,SAMN02649749,SAMN09847844,5,30,False,0.3997078870496592
CA541,CFBRSa27,SAMN02649749,SAMN09847845,5,5,True,0.9307135470527405
CA541,CFBRSa23,SAMN02649749,SAMN09847846,5,5,True,0.9299033149171271
CA541,CFBRSa74,SAMN02649749,SAMN09847847,5,5,True,0.9362862010221465
CA541,CFBRSa28,SAMN02649749,SAMN09847848,5,1,False,0.6231967686093479
CA541,CFBRSa24,SAMN02649749,SAMN09847849,5,5,True,0.9358270418668497
CA541,CFBRSa07,SAMN02649749,SAMN09847850,5,5,True,0.8958821560093739
CA541,CFBREBSa116,SAMN02649749,SAMN09847851,5,5,True,0.917480633209835
CA541,CFBREBSa117,SAMN02649749,SAMN09847852,5,97,False,0.6399176954732511
CA541,CFBREBSa118,SAMN02649749,SAMN09847853,5,5,True,0.9252717391304348
CA541,CFBREBSa119,SAMN02649749,SAMN09847854,5,30,False,0.40963855421686746
CA541,CFBREBSa121,SAMN02649749,SAMN09847855,5,8,False,0.6259585345072423
CA541,CFBRSa29,SAMN02649749,SAMN09847856,5,8,False,0.6332863187588152
CA541,CFBREBSa122,SAMN02649749,SAMN09847857,5,30,False,0.4162323157110946
CA541,CFBREBSa123,SAMN02649749,SAMN09847858,5,5,True,0.9287190082644629
CA541,CFBREBSa125,SAMN02649749,SAMN09847859,5,8,False,0.633276740237691
CA541,CFBREBSa126,SAMN02649749,SAMN09847860,5,8,False,0.6332948643969994
CA541,CFBREBSa127,SAMN02649749,SAMN09847861,5,8,False,0.6290684624017957
CA541,CFBREBSa129,SAMN02649749,SAMN09847862,5,8,False,0.6300283286118981
CA541,CFBREBSa130,SAMN02649749,SAMN09847863,5,8,False,0.6307430516165626
CA541,CFBREBSa131,SAMN02649749,SAMN09847864,5,45,False,0.3989650073928043
CA541,CFBREBSa133,SAMN02649749,SAMN09847865,5,8,False,0.6296715741789355
CA541,CFBREBSa135,SAMN02649749,SAMN09847866,5,8,False,0.6275921658986175
CA541,CFBREBSa138,SAMN02649749,SAMN09847867,5,8,False,0.6336405529953917
EUH13,EUH15,SAMN02649750,SAMN02649751,8,5,False,0.6415577032404776
EUH13,EUH25,SAMN02649750,SAMN02649752,8,8,True,0.9420241286863271
EUH13,GA27,SAMN02649750,SAMN02649753,8,8,True,0.9391711229946524
EUH13,GA48963,SAMN02649750,SAMN02649754,8,5,False,0.6507530548451265
EUH13,GA50245,SAMN02649750,SAMN02649755,8,97,False,0.6494486360998258
